id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,url_user
ChZDSUhNMG9nS0VJQ0FnTUNJak1HUURBEAE,,an hour ago,2025-03-31 01:19:51.423424,4.0,LUIS MATEO,16,https://www.google.com/maps/contrib/111507875132694183958/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJMUkzRFhBEAE,,5 hours ago,2025-03-31 01:19:51.425230,5.0,María Jesús de Sande Barrero,0,https://www.google.com/maps/contrib/100063771365745573508/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUR3dDVyRU1REAE,,a day ago,2025-03-31 01:19:51.426231,5.0,Tatiana A L Silva,16,https://www.google.com/maps/contrib/117889536540204450588/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUR3eV91eUZBEAE,,2 days ago,2025-03-31 01:19:51.428217,5.0,YO ZAK,18,https://www.google.com/maps/contrib/110618450805390376277/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUR3dG9tNHdRRRAB,,5 days ago,2025-03-31 01:19:51.432220,5.0,Juan Rafael Nuñez Garcia,1,https://www.google.com/maps/contrib/106326855244275143148/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUN3di1QT2t3RRAB,"A must visit to this Fortress, which gives us spectacular views of the city and the Guadiana!!! Space where events and concerts are held.",a week ago,2025-03-31 01:19:51.434223,5.0,Juan Jesus Trapero Hidalgo,80,https://www.google.com/maps/contrib/114381681921236263757/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUN3bDlQbTF3RRAB,,a week ago,2025-03-31 01:19:51.436220,5.0,Patricia Gonzalez,2,https://www.google.com/maps/contrib/116806950471251587472/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUN3bmUtaEF3EAE,,a week ago,2025-03-31 01:19:51.442557,5.0,maria dolores mata nuñez,22,https://www.google.com/maps/contrib/115235426924640978503/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUN3MWNlOGx3RRAB,,a week ago,2025-03-31 01:19:51.444572,5.0,Andres barbero prieto,0,https://www.google.com/maps/contrib/115676826885034452962/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUN3MmVmQXZnRRAB,,a week ago,2025-03-31 01:19:51.448602,5.0,LAURA DC,89,https://www.google.com/maps/contrib/117977331351474269320/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUN3cm9MX1RREAE,The Alcazaba itself is nothing exceptional but the place is beautiful thanks to a garden with magnificent trees,a week ago,2025-03-31 01:19:56.226737,5.0,Antonia Tonia,266,https://www.google.com/maps/contrib/106534375153315976604/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUN3dXFXOF9nRRAB,,a week ago,2025-03-31 01:19:56.226737,5.0,Antonio Igual Fraile,17,https://www.google.com/maps/contrib/111946282078682662197/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUN3dXJtZ09REAE,,a week ago,2025-03-31 01:19:56.226737,5.0,Felipe J Barrera Ramirez,0,https://www.google.com/maps/contrib/102650646322406316266/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUN3OHMzUmFBEAE,,a week ago,2025-03-31 01:19:56.226737,4.0,Bruno Balas,18,https://www.google.com/maps/contrib/103848739448709582725/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUN3d3VHajVRRRAB,"I was happy to come to Badajoz, just to see the Alcazaba. You have the Plaza Alta, right next door.",a week ago,2025-03-31 01:19:56.226737,4.0,J. Royo,66,https://www.google.com/maps/contrib/100577497233948974411/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUN3a056MDV3RRAB,,2 weeks ago,2025-03-31 01:19:56.236174,5.0,NATALIA TORO Serna,32,https://www.google.com/maps/contrib/101660324421453035593/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURRN2VIV3NBRRAB,Beautiful,2 weeks ago,2025-03-31 01:19:56.238482,4.0,Ana lisa Ferreira,14,https://www.google.com/maps/contrib/109667680459562204689/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURRMFlUOXFBRRAB,Badajos was very beautiful. CP very neat and clean. Well arranged by the municipality,2 weeks ago,2025-03-31 01:19:56.243069,4.0,David Wright,7,https://www.google.com/maps/contrib/115378397382983601639/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTURReU1hdFJREAE,,3 weeks ago,2025-03-31 01:19:56.247064,4.0,Emilio Perez,3,https://www.google.com/maps/contrib/117512642649452127862/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRMk9QNHBnRRAB,Mandatory visit in Badajoz,3 weeks ago,2025-03-31 01:19:56.249066,5.0,JAVIER FRANCIA,343,https://www.google.com/maps/contrib/112354723326088573989/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNRbDdtQlZREAE,"A super nice and quiet place to go, you can go to study or hang out with friends, as an Erasmus I went with my mother to explore and it was undoubtedly a great experience, it transports you to another time.",3 weeks ago,2025-03-31 01:20:00.989786,5.0,Lumiere Barbie:3,15,https://www.google.com/maps/contrib/107922711687259392904/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNRbDRxZ0p3EAE,It's very big 😄😄,3 weeks ago,2025-03-31 01:20:00.993321,5.0,Ivan di benedetto,0,https://www.google.com/maps/contrib/101158669553896854674/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRbDVqby13RRAB,,3 weeks ago,2025-03-31 01:20:00.994322,5.0,Максим Власов,214,https://www.google.com/maps/contrib/103726405179352386256/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRdTR1Z2x3RRAB,The place seems abandoned. There is nothing else but the walls. It is more advisable to visit the Alcázaba from nearby cities.,3 weeks ago,2025-03-31 01:20:00.995323,2.0,Amanda Cunha,2,https://www.google.com/maps/contrib/112368128499146045776/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRdTVQWW1BRRAB,,3 weeks ago,2025-03-31 01:20:00.997321,4.0,João Rodrigues,2,https://www.google.com/maps/contrib/109343107209383820875/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRN3VmVTJBRRAB,,3 weeks ago,2025-03-31 01:20:00.999324,5.0,Rick Benson,11,https://www.google.com/maps/contrib/112752481701993483749/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRN05Lci1nRRAB,"The Alcazaba of Badajoz is an Arab fortification, a late medieval Christian castle and as part of the citadel and modern building fortification, located in the Spanish city of Badajoz.",4 weeks ago,2025-03-31 01:20:01.002324,4.0,patricia tibisay reyes,202,https://www.google.com/maps/contrib/115155253983265233161/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMwa3R5aWJ3EAE,Very well preserved walls to waste a morning and see them inside and out and at night they are beautiful sale lose a morning and have some churros in the center keep in mind that they are the longest and best preserved walls and worth seeing,4 weeks ago,2025-03-31 01:20:01.005323,5.0,Manuel Jesús Flores Vital,439,https://www.google.com/maps/contrib/114206376005104524575/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNRNUp2UlFnEAE,,4 weeks ago,2025-03-31 01:20:01.013310,5.0,Jonathan Ordóñez,0,https://www.google.com/maps/contrib/117647003541778665817/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNRLU9pS1lnEAE,,4 weeks ago,2025-03-31 01:20:01.015057,5.0,Hugo Filipe de Sá,3,https://www.google.com/maps/contrib/105166914601995264685/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRdU9LSWxBRRAB,,4 weeks ago,2025-03-31 01:20:05.918104,5.0,jason connolly,150,https://www.google.com/maps/contrib/111160210582655242637/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNnajYtRG1BRRAB,"The most beautiful Alcazaba in Europe and also the largest. It is worth visiting both day and night, as it is a magical place. In addition, you can go around completely and travel completely.",4 weeks ago,2025-03-31 01:20:05.922149,5.0,Rafa Barragan,"1,597",https://www.google.com/maps/contrib/115040608122903848982/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTURnN1p1RVp3EAE,,a month ago,2025-03-31 01:20:05.929746,5.0,David Domínguez Ruiz,0,https://www.google.com/maps/contrib/103110095982643500694/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURncnFISjhnRRAB,,a month ago,2025-03-31 01:20:05.933783,3.0,Jorge Santos Lagranda,45,https://www.google.com/maps/contrib/116005115172565100852/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURncHV5R25nRRAB,,a month ago,2025-03-31 01:20:05.937815,5.0,PEDRO GÓNGORA GONZÁLEZ,0,https://www.google.com/maps/contrib/100496274054937390781/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURnOHBEa3NRRRAB,"A set of walls, towers and other buildings in an acceptable level of conservation and in the process of restoration. Controlled by private security during opening hours and free access. The gardens and park are well maintained. I will return to continue visiting the rest of the gates and walls around the city.",a month ago,2025-03-31 01:20:05.939829,4.0,Jose Ferron,383,https://www.google.com/maps/contrib/105989379557769916740/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTURnOUpxWlp3EAE,,a month ago,2025-03-31 01:20:05.944653,5.0,Pere Domínguez,217,https://www.google.com/maps/contrib/111680583493130369213/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTURnOUppLVlREAE,,a month ago,2025-03-31 01:20:05.947654,4.0,Salvador Juez,37,https://www.google.com/maps/contrib/101731492880094591512/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURnMlBDSDV3RRAB,,a month ago,2025-03-31 01:20:05.949663,5.0,Carmen Delia,7,https://www.google.com/maps/contrib/101123962853862932939/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNnbzVIUmt3RRAB,,a month ago,2025-03-31 01:20:05.951662,1.0,Raul Insuasty,185,https://www.google.com/maps/contrib/116192641248958334995/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNnemV5ZnZnRRAB,,a month ago,2025-03-31 01:20:11.265838,5.0,Jéssica Amaral,134,https://www.google.com/maps/contrib/116169797893396338955/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNndnUyTTN3RRAB,"Walk along the wall remembering the history of the city of Badajoz.  It is preserved in very good condition.  Plus, it's free.",a month ago,2025-03-31 01:20:11.267843,5.0,Rafa L.,138,https://www.google.com/maps/contrib/104176668307563515586/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNnMXBEbUNBEAE,,a month ago,2025-03-31 01:20:11.268842,4.0,Pedro Espinosa Dulcet,17,https://www.google.com/maps/contrib/116569101517787229238/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNJOWR2aWRnEAE,"The Alcazaba of Badajoz is one of the largest. A city on the border with Portugal, Badajoz was forced to be well defended against constant invasion attempts, both by river and by land.",a month ago,2025-03-31 01:20:11.270852,4.0,FRANCISCO LUIS JIMENEZ,16,https://www.google.com/maps/contrib/105597242400642504287/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNnaW9TeFF3EAE,,a month ago,2025-03-31 01:20:11.273651,5.0,david vidal blazquez,33,https://www.google.com/maps/contrib/108087147905626467740/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNnN05hSktnEAE,,a month ago,2025-03-31 01:20:11.274651,5.0,Adolfo Alonso,0,https://www.google.com/maps/contrib/100396397622504857386/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNneUx5R3RRRRAB,,a month ago,2025-03-31 01:20:11.277062,5.0,Enrique MARTINEZ GIRALDO,8,https://www.google.com/maps/contrib/114105836508481228240/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURBLTlPZW5BRRAB,,a month ago,2025-03-31 01:20:11.280387,5.0,Vanesa Arellano,24,https://www.google.com/maps/contrib/100894646402277627899/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURBczc3T253RRAB,,a month ago,2025-03-31 01:20:11.282379,4.0,Alberto Sala Mayor,3,https://www.google.com/maps/contrib/114352487172614008059/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTURBMWR5b0FnEAE,,a month ago,2025-03-31 01:20:11.283375,5.0,VALCIR GUEDES,4,https://www.google.com/maps/contrib/116553216454576546541/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURBbFpLWG53RRAB,,a month ago,2025-03-31 01:20:16.520749,5.0,Bendita locura,0,https://www.google.com/maps/contrib/100651061067457525853/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURBam83Z3FBRRAB,,a month ago,2025-03-31 01:20:16.522749,4.0,Suso Merino,28,https://www.google.com/maps/contrib/104164242714124277084/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURBNkpfUzVnRRAB,,a month ago,2025-03-31 01:20:16.524748,5.0,Elisa Perceval,109,https://www.google.com/maps/contrib/117105262841372660855/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNBaDZxODhnRRAB,Wonderful.,a month ago,2025-03-31 01:20:16.525742,4.0,Angeles Bustos,207,https://www.google.com/maps/contrib/112493074508774450798/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBaTh1OERBEAE,,a month ago,2025-03-31 01:20:16.529107,5.0,Limado Mati,117,https://www.google.com/maps/contrib/109852661634615845524/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNBMWN1TGhBRRAB,,a month ago,2025-03-31 01:20:16.533736,5.0,angel,2,https://www.google.com/maps/contrib/103262672806345254603/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBbGZPOURREAE,Finally a site where lic accessible...,a month ago,2025-03-31 01:20:16.534747,5.0,Tòti ADRIA,188,https://www.google.com/maps/contrib/111938587876060931213/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBb2E3TURREAE,,a month ago,2025-03-31 01:20:16.537739,5.0,SonadowXShadamy,7,https://www.google.com/maps/contrib/112504619713425848542/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfNzd1R2FREAE,,2 months ago,2025-03-31 01:20:16.538737,4.0,Digapo G,0,https://www.google.com/maps/contrib/107278055111389942643/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfMjdtaFVnEAE,,2 months ago,2025-03-31 01:20:16.541028,5.0,luis lopez,2,https://www.google.com/maps/contrib/105855343749458006745/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfZzdHUTBBRRAB,,2 months ago,2025-03-31 01:20:21.829554,5.0,JM M,16,https://www.google.com/maps/contrib/117937683817728284542/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfX1oySzNRRRAB,,2 months ago,2025-03-31 01:20:21.829554,5.0,Alexandre Baietti,0,https://www.google.com/maps/contrib/103659782723089960824/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfM2NlR3RRRRAB,Beautifully restored fortress. Take your time to walk all the way around.,2 months ago,2025-03-31 01:20:21.829554,5.0,Margot Sundermeijer,47,https://www.google.com/maps/contrib/109809219690626789853/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfN1puMEZ3EAE,,2 months ago,2025-03-31 01:20:21.829554,5.0,Lanas Lanas,2,https://www.google.com/maps/contrib/113095922393362112783/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfdFlIQVpREAE,,2 months ago,2025-03-31 01:20:21.844407,5.0,LuisCarlos Gargallo,127,https://www.google.com/maps/contrib/100781974574879685616/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfeFk3THFBRRAB,Spectacular don't stop seeing it,2 months ago,2025-03-31 01:20:21.848310,5.0,Mnuel Ignacio Ortiz lopez,126,https://www.google.com/maps/contrib/111635532184100555076/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNnNWZHcEtnEAE,,2 months ago,2025-03-31 01:20:21.850343,5.0,Miguel Angel Rodríguez Rodríguez,22,https://www.google.com/maps/contrib/105316719113952216670/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfckxxenNnRRAB,,2 months ago,2025-03-31 01:20:21.850343,4.0,Bienve Lozano,1,https://www.google.com/maps/contrib/118070700515611262557/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfekxidWhnRRAB,"Hello!! Badajoz...Batalyaws, its founder was Ibn Marwán, our seed germinated with the coexistence of three religions and its splendor passed through different dynasties and were reaped by Alfonso IX of León to form part of other dynasties to this day. 🐕🇪🇸 …",2 months ago,2025-03-31 01:20:21.850343,5.0,J.J G.F,157,https://www.google.com/maps/contrib/112960343303742844701/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNfMTlUUkNREAE,prefect,2 months ago,2025-03-31 01:20:21.850343,5.0,Manel Ballester,40,https://www.google.com/maps/contrib/110687816025218078750/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNVbTZfOXZ3RRAB,,2 months ago,2025-03-31 01:20:26.790337,4.0,Jose Luis Perez,149,https://www.google.com/maps/contrib/104375276471606414372/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNfa1lEYzhnRRAB,,2 months ago,2025-03-31 01:20:26.792339,5.0,Del R.,10,https://www.google.com/maps/contrib/110585085212244148754/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNfN0tQZ3RBRRAB,,2 months ago,2025-03-31 01:20:26.793332,4.0,julian lopez de lerma mangas,84,https://www.google.com/maps/contrib/116327019360991863874/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNfalB6WXB3RRAB,,2 months ago,2025-03-31 01:20:26.794079,5.0,Diogo Costa,0,https://www.google.com/maps/contrib/100078760672204856919/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNfbUx1NmJ3EAE,,2 months ago,2025-03-31 01:20:26.796332,5.0,Caroline Machado,17,https://www.google.com/maps/contrib/115898917870133931399/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNRazZyZ2tnRRAB,,2 months ago,2025-03-31 01:20:26.799434,5.0,Carlos,26,https://www.google.com/maps/contrib/111294976891495495789/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmMzh1REhnEAE,,2 months ago,2025-03-31 01:20:26.801453,4.0,Ana Silva Núñez,0,https://www.google.com/maps/contrib/115785016158087469578/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmdlpUcVNBEAE,,2 months ago,2025-03-31 01:20:26.801453,5.0,Carmen mdem,8,https://www.google.com/maps/contrib/102329853489490977972/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmLVk3bnhBRRAB,,2 months ago,2025-03-31 01:20:26.803976,3.0,Cristian-Titu Raicu views,13,https://www.google.com/maps/contrib/107844779674280991239/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmeWJHNVhBEAE,,2 months ago,2025-03-31 01:20:26.803976,5.0,Nina Opitz,7,https://www.google.com/maps/contrib/113313248441574761365/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmOGNpTFlBEAE,,2 months ago,2025-03-31 01:20:32.277980,5.0,ANDRES RAMIREZ,0,https://www.google.com/maps/contrib/116559306743318162902/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmdnJTbTNnRRAB,,2 months ago,2025-03-31 01:20:32.279982,5.0,Yang Yang,3,https://www.google.com/maps/contrib/100915608607946613989/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmM3NLUGVBEAE,"They have it quite neglected like the entire city unfortunately. We entered by chance when visiting a park, we took the tour along the wall very calmly. Few indications and difficulty leaving the premises. It makes me very sad since it is a very impressive monument that few places can boast of. I hope that the works that are seen are improving the facilities.",2 months ago,2025-03-31 01:20:32.280974,2.0,Hele Pe,46,https://www.google.com/maps/contrib/111874157077457912430/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmbm9ETERnEAE,,2 months ago,2025-03-31 01:20:32.283939,5.0,Isabel Hernandez,70,https://www.google.com/maps/contrib/110798739203417915985/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmNXNfTkdBEAE,,2 months ago,2025-03-31 01:20:32.285941,1.0,蔡清芳,0,https://www.google.com/maps/contrib/111166429478819803662/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmcXFtc2JBEAE,,2 months ago,2025-03-31 01:20:32.286934,5.0,M Carmen De La Fuente,0,https://www.google.com/maps/contrib/114713253999350674232/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmeXJYVGtnRRAB,,2 months ago,2025-03-31 01:20:32.288932,3.0,Eva Mate Jimenez,51,https://www.google.com/maps/contrib/106315873799042345674/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmck9uSU9nEAE,,2 months ago,2025-03-31 01:20:32.290941,3.0,Carla Rodinhas,15,https://www.google.com/maps/contrib/105229048521618164126/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmb0pTZ2ZREAE,,2 months ago,2025-03-31 01:20:32.292932,4.0,Ja Migo,61,https://www.google.com/maps/contrib/101867652678747025613/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmd1BlQTR3RRAB,Well preserved. Gratuitous. Easy to park a few meters away and free. Good experience.,2 months ago,2025-03-31 01:20:32.293933,5.0,Miss grayish,92,https://www.google.com/maps/contrib/102220999777824401619/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMycU1hX0dnEAE,,2 months ago,2025-03-31 01:20:38.153989,4.0,Víctor Manuel Pizarro,61,https://www.google.com/maps/contrib/109948973523360750788/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmdTZ6YU13EAE,"I love this place, full of history, I went on an excursion with the institute and I loved my experience, it was all super beautiful and super well preserved, even if you don't go with someone as a guide, it is perfect for family time and you can take some photos spectacular in this place, without a doubt, an essential visit when you come to Badajoz",2 months ago,2025-03-31 01:20:38.153989,5.0,Rodrifactore,10,https://www.google.com/maps/contrib/106269295952225846008/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmeTRhWkd3EAE,"Beautiful place, beautiful views. It is worth exploring its interior. It is a simple circular circuit. Admission is free",2 months ago,2025-03-31 01:20:38.160900,5.0,ANA GARCÍA,77,https://www.google.com/maps/contrib/114343821046711581290/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmc191SU13EAE,,2 months ago,2025-03-31 01:20:38.163800,4.0,El morito Morito,23,https://www.google.com/maps/contrib/109780160587472603784/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmMDhuaVlREAE,,2 months ago,2025-03-31 01:20:38.174278,5.0,Zdenka Haskova,15,https://www.google.com/maps/contrib/103027736663679551661/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmN1pYSURnEAE,Very beautiful and interesting,2 months ago,2025-03-31 01:20:38.176268,5.0,M. Reis,85,https://www.google.com/maps/contrib/108699661962846586256/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmMWZQRWZBEAE,"When I went it was undergoing renovations, but it's worth going to visit, it's free",2 months ago,2025-03-31 01:20:38.179266,4.0,Jorge Avino Garcia,173,https://www.google.com/maps/contrib/113274190675049392501/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmeGNXRW5nRRAB,,2 months ago,2025-03-31 01:20:38.180862,4.0,Filipe Oliveira,73,https://www.google.com/maps/contrib/117333720944043065090/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmeGVicmRBEAE,,2 months ago,2025-03-31 01:20:38.181869,5.0,Alex Alex,0,https://www.google.com/maps/contrib/106199673328132525050/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURRc3R2QW9RRRAB,,3 months ago,2025-03-31 01:20:38.187817,4.0,Angel P. E.,2,https://www.google.com/maps/contrib/114863424329385877878/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJakxPSEF3EAE,,31 minutes ago,2025-03-31 01:21:08.764767,5.0,Jaide Wright,0,https://www.google.com/maps/contrib/110759529485972589807/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJakpPc3lnRRAB,,34 minutes ago,2025-03-31 01:21:08.780764,5.0,Lasse Libirta,26,https://www.google.com/maps/contrib/106453727197591580108/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJak1PQW5nRRAB,,37 minutes ago,2025-03-31 01:21:08.780764,5.0,Dulce Lanzi,17,https://www.google.com/maps/contrib/105081420409911389881/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJalA3MlJnEAE,,an hour ago,2025-03-31 01:21:08.780764,5.0,jay powell,5,https://www.google.com/maps/contrib/110600630721614892991/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJako3NHZ3RRAB,,an hour ago,2025-03-31 01:21:08.780764,5.0,Robert Suarez,47,https://www.google.com/maps/contrib/107359327185111850746/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJakthbWV3EAE,,an hour ago,2025-03-31 01:21:08.788653,5.0,Nuria Arnaiz,111,https://www.google.com/maps/contrib/105140932633111804825/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJOU9fdENBEAE,,2 hours ago,2025-03-31 01:21:08.793194,5.0,Liudmila Logvinenko,0,https://www.google.com/maps/contrib/112303734371614574105/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOU0tRjZBRRAB,,2 hours ago,2025-03-31 01:21:08.798380,5.0,Alexander Ivanov,7,https://www.google.com/maps/contrib/109402853480416299507/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJOU1mbFhREAE,Historic place. Fascinating.,2 hours ago,2025-03-31 01:21:08.800648,5.0,Lourdes Tozzi,363,https://www.google.com/maps/contrib/112329431592821774887/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJOVBQOFd3EAE,Watch out! There is a hole in the roof!,2 hours ago,2025-03-31 01:21:08.802191,5.0,Goran Šimić,14,https://www.google.com/maps/contrib/114735464061362537598/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOU5PdXFnRRAB,"It's impressive to see it in person, we just had the opportunity to see it on a rainy day when the rain was coming inside.",2 hours ago,2025-03-31 01:21:08.802191,5.0,Paula P.S,8,https://www.google.com/maps/contrib/104104602457412840613/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOVAza21BRRAB,,2 hours ago,2025-03-31 01:21:08.806058,3.0,Chema Gómez,0,https://www.google.com/maps/contrib/106444006170156251851/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNJOUoyaUZ3EAE,,2 hours ago,2025-03-31 01:21:08.808137,5.0,Julian Moraga,0,https://www.google.com/maps/contrib/112833458592696717592/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOU8zT25nRRAB,"Very nice place. I only visited it from the outside. You have to pay to get in, and on a weekday there weren't many lines.",2 hours ago,2025-03-31 01:21:08.811294,4.0,Andres Felipe Lopez Vargas,15,https://www.google.com/maps/contrib/113012368546561713724/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOUkzcTRnRRAB,,2 hours ago,2025-03-31 01:21:08.811294,5.0,Stoycho Kimilov,16,https://www.google.com/maps/contrib/111908056634352848821/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOUtXNDZnRRAB,,2 hours ago,2025-03-31 01:21:08.811294,5.0,Cici Ma,0,https://www.google.com/maps/contrib/104215332048985432212/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOUtHVndBRRAB,,2 hours ago,2025-03-31 01:21:08.811294,5.0,INMACULADA VALVERDE,11,https://www.google.com/maps/contrib/113804107636230078295/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNJOU43bW5nRRAB,,2 hours ago,2025-03-31 01:21:08.811294,4.0,Simon Gutmorgeth,14,https://www.google.com/maps/contrib/103664580957096983762/reviews?hl=en
